School Name,School Type,County,City,Reported,Herd Immunity,Enrollment,PBE #,PBE %,Percentage Point Change 2007-14,DTP %,Polio %,MMR %,HEPB %,VAR %
EDISON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,105,0,0,No Opt-Outs,98,98,97,99,100
EINSTEIN ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,134,3,2,-5,87,86,86,92,96
ELEVATE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,38,1,3,No Data,92,89,95,92,97
EMERSON BANDINI ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,115,0,0,No Opt-Outs,94,96,96,97,97
EMPOWER CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,29,3,10,No Data,62,66,62,86,86
ENCANTO ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,98,0,0,No Opt-Outs,98,99,100,100,100
EPIPHANY PREP CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,22,0,0,No Data,91,86,95,100,91
ERICSON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,155,3,2,Up from None,98,98,98,98,98
EUCLID ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,104,0,0,No Opt-Outs,92,93,93,97,99
EVANGELINE ROBERTS INSTITUTE OF LEARNING,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,28,0,0,No Data,96,96,96,96,96
EXPLORER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,44,2,5,0,95,95,95,95,95
FAY ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,137,1,1,Up from None,97,97,98,99,99
FIELD ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,40,1,3,Up from None,95,98,95,98,98
FLETCHER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,47,3,6,4,94,94,94,94,94
FLORENCE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,45,0,0,No Opt-Outs,98,98,98,100,100
FOSTER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,65,2,3,Up from None,94,94,91,97,97
FRANKLIN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,63,1,2,Up from None,98,98,98,97,98
FREESE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,52,0,0,Down to None,100,100,100,100,100
FULTON K-8,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,40,2,5,Up from None,88,83,95,88,95
GAGE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,91,3,3,Up from None,96,96,97,97,97
GARFIELD ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,61,0,0,No Opt-Outs,100,100,98,98,100
GOLDEN HILL K-8,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,58,0,0,Down to None,93,93,91,97,98
GRANT K-8,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,75,4,5,2,91,92,91,92,92
GREEN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,97,0,0,Down to None,99,99,99,98,99
HAGE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,134,2,1,-2,96,96,98,98,98
HAMILTON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,101,0,0,No Opt-Outs,97,98,98,97,99
HANCOCK ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,142,3,2,1,94,93,94,94,96
HARDY ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,59,0,0,No Opt-Outs,98,98,98,98,100
HARRIET TUBMAN VILLAGE CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,41,0,0,No Opt-Outs,100,100,100,100,100
HAWTHORNE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,41,0,0,Down to None,95,95,98,100,100
HEARST ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,77,3,4,Up from None,96,96,96,96,96
HICKMAN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,120,1,1,-1,98,98,98,98,99
HOLLY DRIVE LEADERSHIP ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,13,0,0,No Opt-Outs,100,100,100,100,100
HOLMES ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,106,7,7,5,93,93,92,93,93
HORTON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,91,0,0,No Opt-Outs,99,99,99,99,100
IBARRA ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,87,0,0,Down to None,99,97,97,100,100
IFTIN CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,52,0,0,Down to None,94,87,88,94,96
INNOVATIONS ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,37,5,14,No Data,68,65,65,76,70
JEFFERSON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,84,2,2,Up from None,98,98,98,98,98
JERABEK ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,138,3,2,-1,98,98,98,98,98
JOHN MUIR,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,20,1,5,Up from None,95,95,95,95,95
JOHNSON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,72,0,0,No Opt-Outs,99,100,99,100,100
JONES ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,80,2,3,Up from None,90,90,89,91,94
JOYNER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,136,1,1,Up from None,99,98,99,97,99
JUAREZ ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,43,0,0,No Opt-Outs,93,98,98,100,100
KAVOD ELEMENTARY CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,32,2,6,No Data,78,78,78,78,78
KEILLER LEADERSHIP ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,57,0,0,No Data,100,100,100,100,100
KIMBROUGH ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,80,1,1,Up from None,99,99,99,99,99
KING-CHAVEZ ACADEMY OF EXCELLENCE,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,23,0,0,No Opt-Outs,100,100,100,100,100
KING-CHAVEZ PRIMARY ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,136,1,1,Up from None,98,99,99,99,99
KUMEYAAY ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,83,2,2,Up from None,98,96,98,96,98
LAFAYETTE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,43,2,5,Up from None,93,93,93,95,95
LANGUAGE ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,144,5,3,0,97,94,97,96,97
LEE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,58,1,2,-1,91,95,93,97,95
LINDA VISTA ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,58,0,0,No Opt-Outs,91,95,93,98,98
LINDBERGH SCHWEITZER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,87,3,3,0,93,93,93,94,93
LOGAN K-8,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,91,0,0,No Opt-Outs,100,100,100,100,100
LOMA PORTAL ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,92,1,1,Up from None,98,98,98,98,99
LONGFELLOW K-8,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,125,6,5,3,94,93,93,94,95
MARSHALL ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,95,0,0,No Opt-Outs,98,100,100,100,100
MARVIN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,96,3,3,-4,96,96,95,97,97
MASON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,148,1,1,-6,98,99,98,98,99
MCGILL SCHOOL OF SUCCESS,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,50,1,2,0,98,98,98,98,98
MCKINLEY ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,94,6,6,3,94,94,94,94,94
MILLER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,149,4,3,1,95,95,92,95,96
MIRAMAR RANCH ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,121,3,2,Up from None,93,94,94,94,96
MT. EVEREST ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,11,0,0,Down to None,82,91,82,91,91
MUSEUM,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,24,5,21,No Data,75,75,79,75,79
NORMAL HEIGHTS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,85,1,1,No Data,94,94,94,94,96
NYE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,78,0,0,No Opt-Outs,96,96,96,100,100
OAK PARK ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,99,3,3,1,97,97,97,97,97
OCEAN BEACH ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,118,10,8,0,87,86,88,89,90
OLD TOWN ACADEMY K-8 CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,29,1,3,No Data,97,97,97,97,97
PACIFIC BEACH ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,81,0,0,No Opt-Outs,93,94,96,94,98
PARADISE HILLS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,57,1,2,Up from None,98,98,98,98,98
PENN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,74,1,1,0,99,99,99,99,99
PERKINS K-8,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,53,0,0,No Opt-Outs,100,100,100,100,100
PERRY ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,71,1,1,Up from None,89,90,85,90,96
PORTER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,201,0,0,No Opt-Outs,99,99,99,100,99
RODRIGUEZ ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,111,0,0,No Opt-Outs,95,96,95,98,98
ROLANDO PARK ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,49,1,2,Up from None,96,96,96,96,96
ROSA PARKS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,197,0,0,No Opt-Outs,99,99,98,99,100
ROSS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,129,1,1,-1,96,98,96,97,98
ROWAN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,45,0,0,Down to None,98,100,100,98,100
SAN DIEGO COOPERATIVE CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,48,5,10,-20,88,88,88,88,90
SAN DIEGO COOPERATIVE CHARTER SCHOOL 2,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,60,17,28,No Data,72,72,72,72,72
SAN DIEGO GLOBAL VISION ACADEMY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,51,2,4,No Data,73,73,73,73,96
SANDBURG ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,158,4,3,1,94,94,96,96,96
SCRIPPS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,135,4,3,1,97,96,96,96,96
SEQUOIA ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,36,0,0,Down to None,83,83,94,94,94
SESSIONS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,122,5,4,0,95,95,95,95,94
SHERMAN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,136,1,1,Up from None,88,88,89,94,97
SILVER GATE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,128,8,6,2,92,92,92,94,94
SPRECKELS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,93,2,2,-2,98,98,98,97,98
SUNSET VIEW ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,79,6,8,5,91,91,90,91,91
THE O'FARRELL CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,67,0,0,No Data,100,100,100,100,100
TIERRASANTA ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,107,0,0,Down to None,93,92,93,95,94
TOLER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,46,0,0,Down to None,100,100,100,100,100
URBAN DISCOVERY ACADEMY CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,35,1,3,No Data,97,97,94,97,97
VALENCIA PARK ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,95,0,0,Down to None,99,99,99,100,100
VISTA GRANDE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,97,3,3,Up from None,91,91,93,96,97
WALKER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,86,1,1,0,98,98,98,98,99
WASHINGTON ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,68,0,0,No Opt-Outs,78,76,78,90,88
WEBSTER ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,56,0,0,Down to None,96,100,98,100,100
WEGEFORTH ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,42,2,5,Up from None,95,93,95,93,95
WHITMAN ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,35,0,0,Down to None,94,94,94,97,97
ZAMORANO ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,228,0,0,Down to None,100,100,100,100,100
CARRILLO ELEMENTARY,PUBLIC,SAN DIEGO,CARLSBAD,Y,Yes,160,13,8,3,91,92,92,92,92
LA COSTA MEADOWS ELEMENTARY,PUBLIC,SAN DIEGO,CARLSBAD,Y,No,153,16,10,7,87,87,88,88,90
ALVIN M. DUNN ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,148,0,0,No Opt-Outs,99,99,100,100,100
DISCOVERY ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,No,136,7,5,2,90,91,90,89,93
KNOB HILL ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,124,5,4,2,94,95,96,95,96
PALOMA ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,173,1,1,-1,99,93,95,99,99
RICHLAND ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,104,2,2,1,97,97,97,97,97
SAN ELIJO ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,200,6,3,-1,95,95,96,96,97
SAN MARCOS ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,156,0,0,No Opt-Outs,99,99,99,100,100
TWIN OAKS ELEMENTARY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,102,1,1,-1,96,96,95,97,98
JOLI ANN LEICHTAG ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,109,1,1,No Data,98,98,99,98,99
SAN PASQUAL UNION ELEMENTARY,PUBLIC,SAN DIEGO,ESCONDIDO,Y,Yes,51,3,6,-4,94,94,94,94,94
VISTA DEL MAR,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,114,1,1,No Data,96,96,96,97,95
SMYTHE ELEMENTARY,PUBLIC,SAN DIEGO,SAN YSIDRO,Y,Yes,133,0,0,No Opt-Outs,100,100,100,100,100
SUNSET ELEMENTARY,PUBLIC,SAN DIEGO,SAN YSIDRO,Y,Yes,97,0,0,No Opt-Outs,99,100,100,100,100
WILLOW ELEMENTARY,PUBLIC,SAN DIEGO,SAN YSIDRO,Y,Yes,100,0,0,No Data,100,100,100,100,100
PEPPER DRIVE ELEMENTARY,PUBLIC,SAN DIEGO,EL CAJON,Y,Yes,73,4,5,2,95,95,95,95,95
CAJON PARK ELEMENTARY,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,92,2,2,1,98,98,98,98,98
CARLTON HILLS ELEMENTARY,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,76,0,0,No Opt-Outs,97,99,96,100,97
CARLTON OAKS ELEMENTARY,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,74,5,7,3,93,93,93,93,93
CHET F. HARRITT ELEMENTARY,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,82,6,7,3,93,93,93,93,93
HILL CREEK ELEMENTARY,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,105,3,3,1,97,97,96,97,97
PRIDE ACADEMY AT PROSPECT AVENUE,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,65,0,0,No Opt-Outs,97,97,95,100,100
RIO SECO ELEMENTARY,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,91,1,1,-2,99,99,99,99,99
SYCAMORE CANYON ELEMENTARY,PUBLIC,SAN DIEGO,SANTEE,Y,Yes,49,2,4,-1,96,96,96,96,96
HIGH TECH ELEMENTARY CHULA VISTA,PUBLIC,SAN DIEGO,CHULA VISTA,Y,Yes,62,2,3,No Data,97,97,97,97,97
HIGH TECH ELEMENTARY NORTH COUNTY,PUBLIC,SAN DIEGO,SAN MARCOS,Y,Yes,61,0,0,No Data,100,100,100,100,100
SOLANA SANTA FE ELEMENTARY,PUBLIC,SAN DIEGO,RANCHO SANTA FE,Y,Yes,37,4,11,6,89,89,89,89,89
CARMEL CREEK ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,127,4,3,-4,94,94,94,94,94
SOLANA HIGHLANDS ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,100,4,4,1,96,96,96,96,96
SOLANA RANCH ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,66,3,5,No Data,95,95,95,95,95
SKYLINE ELEMENTARY,PUBLIC,SAN DIEGO,SOLANA BEACH,Y,Yes,26,1,4,-4,92,92,92,96,96
SOLANA VISTA ELEMENTARY,PUBLIC,SAN DIEGO,SOLANA BEACH,Y,Yes,125,9,7,-3,93,93,93,93,93
BAYSIDE ELEMENTARY,PUBLIC,SAN DIEGO,IMPERIAL BEACH,Y,Yes,60,0,0,No Opt-Outs,98,100,98,100,100
CENTRAL ELEMENTARY,PUBLIC,SAN DIEGO,IMPERIAL BEACH,Y,Yes,98,0,0,No Opt-Outs,98,98,98,99,99
IMPERIAL BEACH CHARTER,PUBLIC,SAN DIEGO,IMPERIAL BEACH,Y,Yes,102,0,0,No Opt-Outs,99,99,98,100,100
ONEONTA ELEMENTARY,PUBLIC,SAN DIEGO,IMPERIAL BEACH,Y,Yes,109,1,1,-1,97,97,97,97,99
EMORY ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,97,0,0,Down to None,98,98,98,99,99
GODFREY G. BERRY ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,98,0,0,No Opt-Outs,97,98,97,99,99
HOWARD PENCE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,79,1,1,Up from None,97,99,99,99,99
NESTOR LANGUAGE ACADEMY CHARTER,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,120,1,1,Up from None,99,99,99,99,99
SUNNYSLOPE ELEMENTARY,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,58,0,0,No Opt-Outs,98,98,98,98,98
TEOFILO MENDOZA,PUBLIC,SAN DIEGO,SAN DIEGO,Y,Yes,121,0,0,No Opt-Outs,98,98,97,100,100
GEORGE NICOLOFF ELEMENTARY,PUBLIC,SAN DIEGO,SAN YSIDRO,Y,Yes,136,1,1,Up from None,98,99,99,99,99
CALIFORNIA VIRTUAL ACADEMY SAN DIEGO,PUBLIC,SAN DIEGO,SIMI VALLEY,Y,No,169,41,24,9,70,70,69,70,73
STEPHEN W. HAWKING CHARTER,PUBLIC,SAN DIEGO,CHULA VISTA,Y,No,68,1,1,No Data,99,97,87,99,99
"STEPHEN W. HAWKINGS II SCIENCE, TECHNOLOGY, ENGINEERING, ART AND MATH CHARTER",PUBLIC,SAN DIEGO,SAN DIEGO,Y,No,73,0,0,No Data,100,100,85,100,100
VALLECITOS ELEMENTARY,PUBLIC,SAN DIEGO,RAINBOW,Y,No,31,1,3,Up from None,77,94,77,94,97
PAUMA ELEMENTARY,PUBLIC,SAN DIEGO,PAUMA VALLEY,Y,Yes,40,0,0,Down to None,90,90,90,98,98
LILAC,PUBLIC,SAN DIEGO,VALLEY CENTER,Y,No,106,14,13,10,86,86,86,86,86
VALLEY CENTER PRIMARY,PUBLIC,SAN DIEGO,VALLEY CENTER,Y,No,219,12,5,2,79,85,80,94,94
ALAMOSA PARK ELEMENTARY,PUBLIC,SAN DIEGO,OCEANSIDE,Y,Yes,52,3,6,3,92,92,92,92,92
EMPRESA ELEMENTARY,PUBLIC,SAN DIEGO,OCEANSIDE,Y,Yes,147,7,5,2,94,95,94,94,95
LAKE ELEMENTARY,PUBLIC,SAN DIEGO,OCEANSIDE,Y,Yes,130,4,3,1,94,96,95,95,96
MISSION MEADOWS ELEMENTARY,PUBLIC,SAN DIEGO,OCEANSIDE,Y,No,98,3,3,2,89,91,89,93,96
TEMPLE HEIGHTS ELEMENTARY,PUBLIC,SAN DIEGO,OCEANSIDE,Y,No,123,1,1,-1,80,84,81,95,97
BEAUMONT ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,95,4,4,2,93,94,94,95,96
BELLA MENTE MONTESSORI ACADEMY,PUBLIC,SAN DIEGO,VISTA,Y,No,120,19,16,No Data,84,84,84,84,84
BOBIER ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,110,0,0,No Opt-Outs,99,99,99,100,100
BREEZE HILL ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,135,6,4,4,95,94,93,96,96
CALIFORNIA AVENUE ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,No,10,2,20,No Data,60,60,40,80,70
CASITA CENTER FOR SCIENCE MATH TECHNOLOGY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,95,1,1,0,97,97,97,97,97
FOOTHILL OAK ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,150,0,0,Down to None,98,99,99,99,99
GRAPEVINE ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,122,0,0,No Opt-Outs,96,96,98,99,99
GUAJOME PARK ACADEMY CHARTER,PUBLIC,SAN DIEGO,VISTA,Y,No,27,2,7,No Data,89,89,89,93,93
HANNALEI ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,96,2,2,-1,96,96,95,96,96
MARYLAND ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,127,2,2,1,94,95,94,97,98
MONTE VISTA ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,141,3,2,-2,95,95,93,98,98
OLIVE ELEMENTARY,PUBLIC,SAN DIEGO,VISTA,Y,Yes,60,0,0,Down to None,97,98,97,100,100
VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,PUBLIC,SAN DIEGO,VISTA,Y,Yes,100,3,3,2,96,97,96,97,97
WARNER ELEMENTARY,PUBLIC,SAN DIEGO,WARNER SPRINGS,Y,No,18,0,0,No Opt-Outs,61,61,100,100,100
REDEEMER BY THE SEA LUTHERAN KINDERGARTEN AND PRESCHOOL,PRIVATE,SAN DIEGO,CARLSBAD,Y,No,32,8,25,No Data,75,75,75,75,75
ST. PATRICK CATHOLIC SCHOOL,PRIVATE,SAN DIEGO,CARLSBAD,Y,Yes,41,0,0,No Opt-Outs,100,100,100,100,100
BONITA COUNTRY DAY SCHOOL,PRIVATE,SAN DIEGO,CHULA VISTA,Y,Yes,12,0,0,No Opt-Outs,100,100,100,100,100
BONITA LEARNING ACADEMY,PRIVATE,SAN DIEGO,CHULA VISTA,Y,Yes,10,0,0,No Data,100,100,100,100,100
CALVARY CHRISTIAN ACADEMY,PRIVATE,SAN DIEGO,CHULA VISTA,Y,Yes,26,2,8,Up from None,92,92,92,92,92
MONTESSORI AMERICAN SCHOOL,PRIVATE,SAN DIEGO,CHULA VISTA,Y,Yes,13,1,8,Up from None,92,92,92,92,92
MONTESSORI EXPLORER,PRIVATE,SAN DIEGO,CHULA VISTA,Y,Yes,11,0,0,No Data,100,100,100,100,100
ST. PIUS X,PRIVATE,SAN DIEGO,CHULA VISTA,Y,Yes,24,1,4,Up from None,96,96,96,92,96
ST. ROSE OF LIMA SCHOOL,PRIVATE,SAN DIEGO,CHULA VISTA,Y,Yes,27,0,0,No Opt-Outs,100,93,93,100,100
CHRIST CHURCH DAY SCHOOL,PRIVATE,SAN DIEGO,CORONADO,Y,Yes,24,0,0,No Opt-Outs,100,100,100,100,100
SACRED HEART PARISH SCHOOL,PRIVATE,SAN DIEGO,CORONADO,Y,Yes,21,0,0,No Opt-Outs,90,90,90,95,95
CHRISTIAN ELEMENTARY EAST,PRIVATE,SAN DIEGO,EL CAJON,Y,No,20,1,5,-5,90,90,85,95,95
CHRISTIAN ELEMENTARY WEST,PRIVATE,SAN DIEGO,EL CAJON,Y,Yes,19,2,11,5,89,89,89,89,89
HOLY TRINITY ELEMENTARY,PRIVATE,SAN DIEGO,EL CAJON,Y,Yes,20,2,10,6,90,90,90,90,90
OUR LADY OF GRACE SCHOOL,PRIVATE,SAN DIEGO,EL CAJON,Y,Yes,27,1,4,Up from None,96,96,96,96,96
ST. KIERAN CATHOLIC SCHOOL,PRIVATE,SAN DIEGO,EL CAJON,Y,Yes,11,0,0,No Opt-Outs,100,100,100,100,100
ENCINITAS COUNTRY DAY SCHOOL,PRIVATE,SAN DIEGO,ENCINITAS,Y,No,22,7,32,14,64,64,68,64,68
SAINT JOHN SCHOOL,PRIVATE,SAN DIEGO,ENCINITAS,Y,No,43,2,5,No Data,84,88,84,86,93
CALVIN CHRISTIAN,PRIVATE,SAN DIEGO,ESCONDIDO,Y,Yes,20,0,0,No Opt-Outs,100,100,100,95,100
ESCONDIDO ADVENTIST ACADEMY,PRIVATE,SAN DIEGO,ESCONDIDO,Y,Yes,13,0,0,No Data,100,100,100,100,100
ESCONDIDO CHRISTIAN,PRIVATE,SAN DIEGO,ESCONDIDO,Y,Yes,33,3,9,6,91,91,91,91,91
GRACE LUTHERAN SCHOOL,PRIVATE,SAN DIEGO,ESCONDIDO,Y,No,16,1,6,-1,88,94,88,94,94
ST. MARY'S SCHOOL,PRIVATE,SAN DIEGO,ESCONDIDO,Y,No,23,0,0,No Opt-Outs,87,78,78,87,91
